image,index,method,n_dets,total_ms,tp,fp,ignored,valid_gt,small_gt,small_tp,recall_small,precision
0000192_00522_d_0000213.jpg,133,F1280,51,33.17860000242945,21,20,0,45,40,17,0.425,0.5121951219512195
0000192_00522_d_0000213.jpg,133,DensK1,62,29.307400007382967,27,23,0,45,40,22,0.55,0.54
0000192_00522_d_0000213.jpg,133,UnifAll,64,52.482899991446175,27,25,0,45,40,22,0.55,0.5192307692307693
0000192_00522_d_0000213.jpg,133,SAHI640,57,154.86340000643395,14,32,0,45,40,9,0.225,0.30434782608695654
0000207_00000_d_0000001.jpg,134,F640,38,14.223499994841404,21,14,0,70,67,18,0.26865671641791045,0.6
0000207_00000_d_0000001.jpg,134,F1280,58,33.714799996232614,27,19,0,70,67,24,0.3582089552238806,0.5869565217391305
0000207_00000_d_0000001.jpg,134,DensK1,60,29.789499996695668,27,25,0,70,67,24,0.3582089552238806,0.5192307692307693
0000207_00000_d_0000001.jpg,134,UnifAll,63,44.44500000681728,28,27,0,70,67,25,0.373134328358209,0.509090909090909
0000207_00000_d_0000001.jpg,134,SAHI640,59,155.6682000082219,14,38,0,70,67,11,0.16417910447761194,0.2692307692307692
0000207_00100_d_0000002.jpg,135,F640,38,14.884900010656565,25,12,0,70,66,21,0.3181818181818182,0.6756756756756757
0000207_00100_d_0000002.jpg,135,F1280,71,37.15060000831727,31,29,0,70,66,28,0.42424242424242425,0.5166666666666667
0000207_00100_d_0000002.jpg,135,DensK1,65,36.66629998770077,33,25,0,70,66,29,0.4393939393939394,0.5689655172413793
0000207_00100_d_0000002.jpg,135,UnifAll,67,42.60020000219811,33,27,0,70,66,29,0.4393939393939394,0.55
0000207_00100_d_0000002.jpg,135,SAHI640,70,169.75810000440106,22,39,0,70,66,19,0.2878787878787879,0.36065573770491804
0000207_00300_d_0000004.jpg,136,F640,29,16.39370000339113,20,8,0,43,38,15,0.39473684210526316,0.7142857142857143
0000207_00300_d_0000004.jpg,136,F1280,65,37.07010000653099,27,20,0,43,38,22,0.5789473684210527,0.574468085106383
0000207_00300_d_0000004.jpg,136,DensK1,57,30.01159999985248,25,20,0,43,38,20,0.5263157894736842,0.5555555555555556
0000207_00300_d_0000004.jpg,136,UnifAll,62,53.90590000024531,28,22,0,43,38,23,0.6052631578947368,0.56
0000207_00300_d_0000004.jpg,136,SAHI640,63,157.89040000527166,18,33,0,43,38,13,0.34210526315789475,0.35294117647058826
0000207_00500_d_0000006.jpg,137,F640,44,18.28160000150092,16,17,0,69,66,15,0.22727272727272727,0.48484848484848486
0000207_00500_d_0000006.jpg,137,F1280,93,34.16290000313893,39,27,0,69,66,38,0.5757575757575758,0.5909090909090909
0000207_00500_d_0000006.jpg,137,DensK1,86,39.47340000013355,33,29,0,69,66,32,0.48484848484848486,0.532258064516129
0000207_00500_d_0000006.jpg,137,UnifAll,94,49.290700000710785,34,30,0,69,66,33,0.5,0.53125
0000207_00500_d_0000006.jpg,137,SAHI640,92,177.8793000121368,23,43,0,69,66,22,0.3333333333333333,0.3484848484848485
0000207_00600_d_0000007.jpg,138,F640,61,14.71240000682883,27,13,0,45,42,24,0.5714285714285714,0.675
0000207_00600_d_0000007.jpg,138,F1280,80,36.299199986387976,37,15,0,45,42,34,0.8095238095238095,0.7115384615384616
0000207_00600_d_0000007.jpg,138,DensK1,100,33.86569999565836,35,21,0,45,42,32,0.7619047619047619,0.625
0000207_00600_d_0000007.jpg,138,UnifAll,105,46.14180000498891,36,21,0,45,42,33,0.7857142857142857,0.631578947368421
0000207_00600_d_0000007.jpg,138,SAHI640,85,188.56689998938236,24,35,0,45,42,21,0.5,0.4067796610169492
0000207_00700_d_0000008.jpg,139,F640,79,18.74869999301154,40,30,0,85,78,34,0.4358974358974359,0.5714285714285714
0000207_00700_d_0000008.jpg,139,F1280,107,37.500999998883344,55,36,0,85,78,49,0.6282051282051282,0.6043956043956044
0000207_00700_d_0000008.jpg,139,DensK1,119,32.412999993539415,47,54,0,85,78,41,0.5256410256410257,0.46534653465346537
0000207_00700_d_0000008.jpg,139,UnifAll,126,44.43809999793302,47,61,0,85,78,41,0.5256410256410257,0.4351851851851852
0000207_00700_d_0000008.jpg,139,SAHI640,118,168.32240000076126,33,60,0,85,78,27,0.34615384615384615,0.3548387096774194
0000250_02350_d_0000001.jpg,140,F640,28,16.204600004130043,18,10,0,27,23,15,0.6521739130434783,0.6428571428571429
0000250_02350_d_0000001.jpg,140,F1280,38,34.18690001126379,22,10,0,27,23,19,0.8260869565217391,0.6875
0000250_02350_d_0000001.jpg,140,DensK1,39,32.298799997079186,23,13,0,27,23,20,0.8695652173913043,0.6388888888888888
0000250_02350_d_0000001.jpg,140,UnifAll,39,43.56629999529105,23,13,0,27,23,20,0.8695652173913043,0.6388888888888888
0000250_02350_d_0000001.jpg,140,SAHI640,38,175.94409998855554,19,17,0,27,23,16,0.6956521739130435,0.5277777777777778
0000259_00000_d_0000001.jpg,141,F640,37,17.79480000550393,28,9,0,48,28,13,0.4642857142857143,0.7567567567567568
0000259_00000_d_0000001.jpg,141,F1280,50,32.942699996056035,37,13,0,48,28,19,0.6785714285714286,0.74
0000259_00000_d_0000001.jpg,141,DensK1,51,35.61230000923388,34,17,0,48,28,17,0.6071428571428571,0.6666666666666666
0000259_00000_d_0000001.jpg,141,UnifAll,61,112.8173000033712,38,23,0,48,28,20,0.7142857142857143,0.6229508196721312
0000259_00000_d_0000001.jpg,141,SAHI640,53,361.8696000048658,18,35,0,48,28,5,0.17857142857142858,0.33962264150943394
0000259_00500_d_0000002.jpg,142,F640,37,15.793700003996491,27,10,0,36,16,10,0.625,0.7297297297297297
0000259_00500_d_0000002.jpg,142,F1280,44,36.346499997307546,33,11,0,36,16,14,0.875,0.75
0000259_00500_d_0000002.jpg,142,DensK1,46,28.880300000309944,29,17,0,36,16,11,0.6875,0.6304347826086957
0000259_00500_d_0000002.jpg,142,UnifAll,56,102.42760000983253,32,24,0,36,16,13,0.8125,0.5714285714285714
0000259_00500_d_0000002.jpg,142,SAHI640,49,359.1675000061514,18,31,0,36,16,2,0.125,0.3673469387755102
0000259_01000_d_0000003.jpg,143,F640,32,17.180399998323992,23,9,0,38,24,14,0.5833333333333334,0.71875
0000259_01000_d_0000003.jpg,143,F1280,35,31.206900006509386,28,7,0,38,24,17,0.7083333333333334,0.8
0000259_01000_d_0000003.jpg,143,DensK1,41,30.890900001395494,28,13,0,38,24,18,0.75,0.6829268292682927
0000259_01000_d_0000003.jpg,143,UnifAll,50,99.35590000532102,31,19,0,38,24,18,0.75,0.62
0000259_01000_d_0000003.jpg,143,SAHI640,46,380.26360000367276,17,29,0,38,24,5,0.20833333333333334,0.3695652173913043
0000259_02000_d_0000005.jpg,144,F640,48,17.45430000300985,32,16,0,56,34,13,0.38235294117647056,0.6666666666666666
0000259_02000_d_0000005.jpg,144,F1280,60,29.36329999647569,36,24,0,56,34,17,0.5,0.6
0000259_02000_d_0000005.jpg,144,DensK1,62,29.561300005298108,37,25,0,56,34,17,0.5,0.5967741935483871
0000259_02000_d_0000005.jpg,144,UnifAll,76,95.31760000390932,38,38,0,56,34,17,0.5,0.5
0000259_02000_d_0000005.jpg,144,SAHI640,67,370.88349999976344,28,39,0,56,34,7,0.20588235294117646,0.417910447761194
0000259_02500_d_0000006.jpg,145,F640,35,21.45369999925606,29,6,0,42,22,12,0.5454545454545454,0.8285714285714286
0000259_02500_d_0000006.jpg,145,F1280,36,32.88579999934882,29,7,0,42,22,12,0.5454545454545454,0.8055555555555556
0000259_02500_d_0000006.jpg,145,DensK1,42,35.90420000546146,32,10,0,42,22,14,0.6363636363636364,0.7619047619047619
0000259_02500_d_0000006.jpg,145,UnifAll,47,108.1902000005357,32,15,0,42,22,14,0.6363636363636364,0.6808510638297872
0000259_02500_d_0000006.jpg,145,SAHI640,43,484.07579999184236,18,25,0,42,22,3,0.13636363636363635,0.4186046511627907
0000259_03000_d_0000007.jpg,146,F640,34,17.181899995193817,28,6,0,44,24,11,0.4583333333333333,0.8235294117647058
0000259_03000_d_0000007.jpg,146,F1280,46,33.41350000118837,32,14,0,44,24,17,0.7083333333333334,0.6956521739130435
0000259_03000_d_0000007.jpg,146,DensK1,42,40.68150000239257,31,11,0,44,24,14,0.5833333333333334,0.7380952380952381
0000259_03000_d_0000007.jpg,146,UnifAll,55,118.11530000704806,33,22,0,44,24,16,0.6666666666666666,0.6
0000259_03000_d_0000007.jpg,146,SAHI640,51,372.4642000015592,21,30,0,44,24,6,0.25,0.4117647058823529
0000259_03500_d_0000008.jpg,147,F640,26,21.768799997516908,20,4,0,25,12,8,0.6666666666666666,0.8333333333333334
0000259_03500_d_0000008.jpg,147,F1280,36,30.065200000535697,20,14,0,25,12,9,0.75,0.5882352941176471
0000259_03500_d_0000008.jpg,147,DensK1,36,35.105999995721504,20,14,0,25,12,8,0.6666666666666666,0.5882352941176471
0000259_03500_d_0000008.jpg,147,UnifAll,50,114.64660000638105,22,26,0,25,12,9,0.75,0.4583333333333333
0000259_03500_d_0000008.jpg,147,SAHI640,43,380.3902000072412,18,23,0,25,12,7,0.5833333333333334,0.43902439024390244
0000265_00500_d_0000002.jpg,148,F640,31,18.51179999357555,20,10,0,79,58,10,0.1724137931034483,0.6666666666666666
0000265_00500_d_0000002.jpg,148,F1280,45,37.147399998502806,30,13,0,79,58,15,0.25862068965517243,0.6976744186046512
0000265_00500_d_0000002.jpg,148,DensK1,51,46.73760000150651,29,21,0,79,58,15,0.25862068965517243,0.58
0000265_00500_d_0000002.jpg,148,UnifAll,77,116.43200000980869,36,36,0,79,58,20,0.3448275862068966,0.5
0000265_00500_d_0000002.jpg,148,SAHI640,67,369.3482000089716,19,44,0,79,58,7,0.1206896551724138,0.30158730158730157
0000265_01500_d_0000004.jpg,149,F640,62,24.363799995626323,45,17,0,119,85,19,0.2235294117647059,0.7258064516129032
0000265_01500_d_0000004.jpg,149,F1280,76,35.54600001371,51,23,0,119,85,28,0.32941176470588235,0.6891891891891891
0000265_01500_d_0000004.jpg,149,DensK1,96,29.663599998457357,58,35,0,119,85,32,0.3764705882352941,0.6236559139784946
0000265_01500_d_0000004.jpg,149,UnifAll,124,111.00780000560917,63,58,0,119,85,35,0.4117647058823529,0.5206611570247934
0000265_01500_d_0000004.jpg,149,SAHI640,110,362.8017000010004,38,69,0,119,85,17,0.2,0.35514018691588783
0000265_02000_d_0000005.jpg,150,F640,52,20.070700003998354,37,14,0,95,71,20,0.28169014084507044,0.7254901960784313
0000265_02000_d_0000005.jpg,150,F1280,70,34.1164999990724,48,21,0,95,71,31,0.43661971830985913,0.6956521739130435
0000265_02000_d_0000005.jpg,150,DensK1,86,40.11769998760428,48,36,0,95,71,30,0.4225352112676056,0.5714285714285714
0000265_02000_d_0000005.jpg,150,UnifAll,114,100.57600001164246,53,57,0,95,71,35,0.49295774647887325,0.4818181818181818
0000265_02000_d_0000005.jpg,150,SAHI640,110,360.2365999977337,42,65,0,95,71,23,0.323943661971831,0.3925233644859813
0000265_03000_d_0000007.jpg,151,F640,111,21.543599999858998,63,48,0,177,139,36,0.2589928057553957,0.5675675675675675
0000265_03000_d_0000007.jpg,151,F1280,152,34.26279999257531,98,54,0,177,139,70,0.5035971223021583,0.6447368421052632
0000265_03000_d_0000007.jpg,151,DensK1,164,38.58970000874251,86,76,0,177,139,58,0.4172661870503597,0.5308641975308642
0000265_03000_d_0000007.jpg,151,UnifAll,245,111.34529999981169,119,124,0,177,139,90,0.6474820143884892,0.4897119341563786
0000265_03000_d_0000007.jpg,151,SAHI640,210,496.838499995647,70,138,0,177,139,47,0.3381294964028777,0.33653846153846156
0000265_03500_d_0000008.jpg,152,F640,62,27.71290000237059,49,12,0,153,123,26,0.21138211382113822,0.8032786885245902
0000265_03500_d_0000008.jpg,152,F1280,110,32.68110001226887,79,28,0,153,123,53,0.43089430894308944,0.7383177570093458
0000265_03500_d_0000008.jpg,152,DensK1,119,36.29820000787731,84,27,0,153,123,58,0.4715447154471545,0.7567567567567568
0000265_03500_d_0000008.jpg,152,UnifAll,154,103.26269999495707,91,51,0,153,123,64,0.5203252032520326,0.6408450704225352
0000265_03500_d_0000008.jpg,152,SAHI640,133,394.37890000408515,65,58,0,153,123,42,0.34146341463414637,0.5284552845528455
0000265_04000_d_0000009.jpg,153,F640,77,18.427799994242378,52,25,0,167,135,27,0.2,0.6753246753246753
0000265_04000_d_0000009.jpg,153,F1280,118,38.97159999178257,80,37,0,167,135,55,0.4074074074074074,0.6837606837606838
0000265_04000_d_0000009.jpg,153,DensK1,125,34.67569999338593,79,46,0,167,135,53,0.3925925925925926,0.632
0000265_04000_d_0000009.jpg,153,UnifAll,164,101.23159999784548,91,73,0,167,135,61,0.45185185185185184,0.5548780487804879
0000265_04000_d_0000009.jpg,153,SAHI640,142,387.31029999325983,60,82,0,167,135,36,0.26666666666666666,0.4225352112676056
0000265_04500_d_0000010.jpg,154,F640,84,19.738999995752238,47,18,0,102,74,24,0.32432432432432434,0.7230769230769231
0000265_04500_d_0000010.jpg,154,F1280,139,36.55219999200199,65,35,0,102,74,41,0.5540540540540541,0.65
0000265_04500_d_0000010.jpg,154,DensK1,136,40.87409999920055,60,37,0,102,74,37,0.5,0.6185567010309279
0000265_04500_d_0000010.jpg,154,UnifAll,186,100.74530000565574,68,58,0,102,74,44,0.5945945945945946,0.5396825396825397
0000265_04500_d_0000010.jpg,154,SAHI640,161,394.14259999466594,45,63,0,102,74,22,0.2972972972972973,0.4166666666666667
0000265_05000_d_0000011.jpg,155,F640,90,24.089400001685135,45,26,0,105,83,28,0.3373493975903614,0.6338028169014085
0000265_05000_d_0000011.jpg,155,F1280,143,36.9323000049917,65,38,0,105,83,45,0.5421686746987951,0.6310679611650486
0000265_05000_d_0000011.jpg,155,DensK1,139,31.500500001129694,66,43,0,105,83,48,0.5783132530120482,0.6055045871559633
0000265_05000_d_0000011.jpg,155,UnifAll,205,105.1071999972919,77,69,0,105,83,57,0.6867469879518072,0.5273972602739726
0000265_05000_d_0000011.jpg,155,SAHI640,174,371.5999000123702,54,73,0,105,83,36,0.43373493975903615,0.4251968503937008
0000272_00000_d_0000001.jpg,156,F640,33,18.413199999486096,20,13,0,31,19,10,0.5263157894736842,0.6060606060606061
0000272_00000_d_0000001.jpg,156,F1280,36,32.58100000675768,24,12,0,31,19,14,0.7368421052631579,0.6666666666666666
0000272_00000_d_0000001.jpg,156,DensK1,39,29.448100001900457,23,16,0,31,19,12,0.631578947368421,0.5897435897435898
0000272_00000_d_0000001.jpg,156,UnifAll,52,102.13640000438318,27,25,0,31,19,16,0.8421052631578947,0.5192307692307693
0000272_00000_d_0000001.jpg,156,SAHI640,50,373.83199999749195,20,30,0,31,19,10,0.5263157894736842,0.4
0000272_01000_d_0000003.jpg,157,F640,79,16.91180000489112,41,11,0,42,0,0,nan,0.7884615384615384
0000272_01000_d_0000003.jpg,157,F1280,63,32.913300005020574,39,9,0,42,0,0,nan,0.8125
0000272_01000_d_0000003.jpg,157,DensK1,84,30.310899994219653,41,14,0,42,0,0,nan,0.7454545454545455
0000272_01000_d_0000003.jpg,157,UnifAll,98,94.97489999921527,41,26,0,42,0,0,nan,0.6119402985074627
0000272_01000_d_0000003.jpg,157,SAHI640,78,342.58179999596905,29,24,0,42,0,0,nan,0.5471698113207547
0000272_01500_d_0000004.jpg,158,F640,92,23.910200005047955,73,19,0,136,81,28,0.345679012345679,0.7934782608695652
0000272_01500_d_0000004.jpg,158,F1280,112,32.52280000015162,91,21,0,136,81,46,0.5679012345679012,0.8125
0000272_01500_d_0000004.jpg,158,DensK1,131,38.25610000058077,100,31,0,136,81,55,0.6790123456790124,0.7633587786259542
0000272_01500_d_0000004.jpg,158,UnifAll,147,118.50080000294838,105,42,0,136,81,58,0.7160493827160493,0.7142857142857143
0000272_01500_d_0000004.jpg,158,SAHI640,123,450.07810000970494,57,66,0,136,81,16,0.19753086419753085,0.4634146341463415
0000272_02000_d_0000005.jpg,159,F640,79,20.155499994871207,65,14,0,102,63,31,0.49206349206349204,0.8227848101265823
0000272_02000_d_0000005.jpg,159,F1280,103,37.921499999356456,81,22,0,102,63,43,0.6825396825396826,0.7864077669902912
0000272_02000_d_0000005.jpg,159,DensK1,106,30.030199995962903,73,33,0,102,63,38,0.6031746031746031,0.6886792452830188
0000272_02000_d_0000005.jpg,159,UnifAll,128,108.86910000408534,83,45,0,102,63,45,0.7142857142857143,0.6484375
0000272_02000_d_0000005.jpg,159,SAHI640,106,330.3693999914685,55,51,0,102,63,26,0.4126984126984127,0.5188679245283019
0000272_02500_d_0000006.jpg,160,F640,91,19.370100009837188,69,22,0,113,60,25,0.4166666666666667,0.7582417582417582
0000272_02500_d_0000006.jpg,160,F1280,105,36.78049999871291,80,24,0,113,60,35,0.5833333333333334,0.7692307692307693
0000272_02500_d_0000006.jpg,160,DensK1,114,35.78959999140352,77,36,0,113,60,31,0.5166666666666667,0.6814159292035398
0000272_02500_d_0000006.jpg,160,UnifAll,137,145.11910000874195,86,50,0,113,60,40,0.6666666666666666,0.6323529411764706
0000272_02500_d_0000006.jpg,160,SAHI640,113,368.00090000906494,53,59,0,113,60,19,0.31666666666666665,0.4732142857142857
0000272_03500_d_0000008.jpg,161,F640,49,17.8511999984039,32,17,0,40,15,11,0.7333333333333333,0.6530612244897959
0000272_03500_d_0000008.jpg,161,F1280,47,35.08870000950992,33,14,0,40,15,12,0.8,0.7021276595744681
0000272_03500_d_0000008.jpg,161,DensK1,56,28.62440000171773,33,23,0,40,15,12,0.8,0.5892857142857143
0000272_03500_d_0000008.jpg,161,UnifAll,68,123.55659999593627,35,33,0,40,15,11,0.7333333333333333,0.5147058823529411
0000272_03500_d_0000008.jpg,161,SAHI640,62,324.3603000009898,30,32,0,40,15,11,0.7333333333333333,0.4838709677419355
0000272_04000_d_0000009.jpg,162,F640,33,17.663799997535534,21,11,0,38,20,6,0.3,0.65625
0000272_04000_d_0000009.jpg,162,F1280,45,35.216999996919185,26,19,0,38,20,12,0.6,0.5777777777777777
0000272_04000_d_0000009.jpg,162,DensK1,49,36.422199991648085,26,22,0,38,20,11,0.55,0.5416666666666666
0000272_04000_d_0000009.jpg,162,UnifAll,61,95.3468000079738,29,31,0,38,20,14,0.7,0.48333333333333334
0000272_04000_d_0000009.jpg,162,SAHI640,57,323.5798999958206,24,33,0,38,20,9,0.45,0.42105263157894735
0000272_04500_d_0000010.jpg,163,F640,47,17.320200000540353,32,14,0,54,34,15,0.4411764705882353,0.6956521739130435
0000272_04500_d_0000010.jpg,163,F1280,54,34.12769999704324,37,16,0,54,34,19,0.5588235294117647,0.6981132075471698
0000272_04500_d_0000010.jpg,163,DensK1,69,29.320400004507974,36,32,0,54,34,19,0.5588235294117647,0.5294117647058824
0000272_04500_d_0000010.jpg,163,UnifAll,91,119.40089998824988,39,50,0,54,34,21,0.6176470588235294,0.43820224719101125
0000272_04500_d_0000010.jpg,163,SAHI640,75,328.54950000182725,28,47,0,54,34,15,0.4411764705882353,0.37333333333333335
0000272_05000_d_0000011.jpg,164,F640,35,14.801400000578724,25,9,0,42,29,13,0.4482758620689655,0.7352941176470589
0000272_05000_d_0000011.jpg,164,F1280,45,32.08609999273904,27,14,0,42,29,16,0.5517241379310345,0.6585365853658537
0000272_05000_d_0000011.jpg,164,DensK1,51,32.4891999916872,27,18,0,42,29,15,0.5172413793103449,0.6
0000272_05000_d_0000011.jpg,164,UnifAll,60,93.7151999969501,29,25,0,42,29,17,0.5862068965517241,0.5370370370370371
0000272_05000_d_0000011.jpg,164,SAHI640,57,332.51120000204537,19,33,0,42,29,10,0.3448275862068966,0.36538461538461536
0000272_05500_d_0000012.jpg,165,F640,39,14.77090000116732,25,14,0,48,30,11,0.36666666666666664,0.6410256410256411
0000272_05500_d_0000012.jpg,165,F1280,42,32.47629999532364,32,10,0,48,30,19,0.6333333333333333,0.7619047619047619
0000272_05500_d_0000012.jpg,165,DensK1,50,29.160200007027015,33,17,0,48,30,17,0.5666666666666667,0.66
0000272_05500_d_0000012.jpg,165,UnifAll,57,107.53779999504331,35,22,0,48,30,19,0.6333333333333333,0.6140350877192983
0000272_05500_d_0000012.jpg,165,SAHI640,54,373.91169999318663,20,34,0,48,30,7,0.23333333333333334,0.37037037037037035
0000278_02251_d_0000001.jpg,166,F640,61,18.526300002122298,45,16,0,59,11,5,0.45454545454545453,0.7377049180327869
0000278_02251_d_0000001.jpg,166,F1280,60,32.30989999428857,49,11,0,59,11,7,0.6363636363636364,0.8166666666666667
0000278_02251_d_0000001.jpg,166,DensK1,74,48.579599999357015,52,22,0,59,11,8,0.7272727272727273,0.7027027027027027
0000278_02251_d_0000001.jpg,166,UnifAll,88,96.0781999892788,53,35,0,59,11,8,0.7272727272727273,0.6022727272727273
0000278_02251_d_0000001.jpg,166,SAHI640,76,485.5395999911707,43,33,0,59,11,5,0.45454545454545453,0.5657894736842105
0000278_02351_d_0000002.jpg,167,F640,60,18.026000005193055,46,14,0,69,17,2,0.11764705882352941,0.7666666666666667
0000278_02351_d_0000002.jpg,167,F1280,68,34.42130000621546,56,12,0,69,17,7,0.4117647058823529,0.8235294117647058
0000278_02351_d_0000002.jpg,167,DensK1,74,32.1096999978181,54,20,0,69,17,5,0.29411764705882354,0.7297297297297297
0000278_02351_d_0000002.jpg,167,UnifAll,94,101.26700000546407,55,39,0,69,17,5,0.29411764705882354,0.5851063829787234
0000278_02351_d_0000002.jpg,167,SAHI640,80,371.076900002663,40,40,0,69,17,2,0.11764705882352941,0.5
0000278_02451_d_0000003.jpg,168,F640,61,17.67689999542199,49,12,0,68,18,5,0.2777777777777778,0.8032786885245902
0000278_02451_d_0000003.jpg,168,F1280,67,36.943900006008334,51,16,0,68,18,5,0.2777777777777778,0.7611940298507462
0000278_02451_d_0000003.jpg,168,DensK1,78,29.758300006506033,54,24,0,68,18,7,0.3888888888888889,0.6923076923076923
0000278_02451_d_0000003.jpg,168,UnifAll,93,95.73010000167415,54,39,0,68,18,7,0.3888888888888889,0.5806451612903226
0000278_02451_d_0000003.jpg,168,SAHI640,77,393.8034000020707,40,37,0,68,18,2,0.1111111111111111,0.5194805194805194
0000278_02951_d_0000008.jpg,169,F640,84,17.993299989029765,66,18,0,107,57,18,0.3157894736842105,0.7857142857142857
0000278_02951_d_0000008.jpg,169,F1280,104,34.10589999111835,77,26,0,107,57,30,0.5263157894736842,0.7475728155339806
0000278_02951_d_0000008.jpg,169,DensK1,103,32.838300001458265,76,27,0,107,57,27,0.47368421052631576,0.7378640776699029
0000278_02951_d_0000008.jpg,169,UnifAll,151,110.07219999737572,84,66,0,107,57,35,0.6140350877192983,0.56
0000278_02951_d_0000008.jpg,169,SAHI640,117,387.3518000036711,57,59,0,107,57,17,0.2982456140350877,0.49137931034482757
0000282_00000_d_0000001.jpg,170,F640,4,13.807199997245334,4,0,0,5,2,1,0.5,1.0
0000282_00000_d_0000001.jpg,170,F1280,5,29.59279999777209,3,2,0,5,2,1,0.5,0.6
0000282_00000_d_0000001.jpg,170,DensK1,7,35.308799997437745,5,2,0,5,2,2,1.0,0.7142857142857143
0000282_00000_d_0000001.jpg,170,UnifAll,7,153.14520000538323,5,2,0,5,2,2,1.0,0.7142857142857143
0000282_00000_d_0000001.jpg,170,SAHI640,8,288.0836999975145,5,3,0,5,2,2,1.0,0.625
0000282_04000_d_0000009.jpg,171,F640,4,13.113299995893613,4,0,0,7,5,2,0.4,1.0
0000282_04000_d_0000009.jpg,171,F1280,5,36.917699995683506,2,3,0,7,5,1,0.2,0.4
0000282_04000_d_0000009.jpg,171,DensK1,8,39.36099998827558,5,2,0,7,5,3,0.6,0.7142857142857143
0000282_04000_d_0000009.jpg,171,UnifAll,14,136.06109999818727,5,8,0,7,5,3,0.6,0.38461538461538464
0000282_04000_d_0000009.jpg,171,SAHI640,12,303.4842000051867,3,8,0,7,5,1,0.2,0.2727272727272727
0000294_00000_d_0000053.jpg,172,F640,44,19.334700002218597,34,10,0,132,111,20,0.18018018018018017,0.7727272727272727
0000294_00000_d_0000053.jpg,172,F1280,71,33.430300012696534,46,25,0,132,111,30,0.2702702702702703,0.647887323943662
0000294_00000_d_0000053.jpg,172,DensK1,59,42.789600003743544,40,19,0,132,111,26,0.23423423423423423,0.6779661016949152
0000294_00000_d_0000053.jpg,172,UnifAll,103,95.16669998993166,60,43,0,132,111,41,0.36936936936936937,0.5825242718446602
0000294_00000_d_0000053.jpg,172,SAHI640,95,383.7157000089064,37,58,0,132,111,19,0.17117117117117117,0.3894736842105263
0000298_00000_d_0000070.jpg,173,F640,68,17.69120000244584,45,17,0,120,90,20,0.2222222222222222,0.7258064516129032
0000298_00000_d_0000070.jpg,173,F1280,100,35.46479999204166,63,16,0,120,90,38,0.4222222222222222,0.7974683544303798
0000298_00000_d_0000070.jpg,173,DensK1,109,37.505200001760386,58,26,0,120,90,33,0.36666666666666664,0.6904761904761905
0000298_00000_d_0000070.jpg,173,UnifAll,153,142.17140000255313,73,48,0,120,90,45,0.5,0.6033057851239669
0000298_00000_d_0000070.jpg,173,SAHI640,134,388.4710999991512,55,53,0,120,90,30,0.3333333333333333,0.5092592592592593
0000299_00000_d_0000088.jpg,174,F640,57,17.982799996389076,40,17,0,76,43,16,0.37209302325581395,0.7017543859649122
0000299_00000_d_0000088.jpg,174,F1280,75,37.877200011280365,51,21,0,76,43,23,0.5348837209302325,0.7083333333333334
0000299_00000_d_0000088.jpg,174,DensK1,78,30.044200000702403,46,30,0,76,43,20,0.46511627906976744,0.6052631578947368
0000299_00000_d_0000088.jpg,174,UnifAll,102,105.35910000908189,55,43,0,76,43,25,0.5813953488372093,0.5612244897959183
0000299_00000_d_0000088.jpg,174,SAHI640,91,381.8680999975186,30,57,0,76,43,9,0.20930232558139536,0.3448275862068966
0000299_01200_d_0000096.jpg,175,F640,27,18.258199997944757,17,10,0,65,49,8,0.16326530612244897,0.6296296296296297
0000299_01200_d_0000096.jpg,175,F1280,49,34.44370000215713,24,18,0,65,49,16,0.32653061224489793,0.5714285714285714
0000299_01200_d_0000096.jpg,175,DensK1,47,37.152000004425645,24,17,0,65,49,15,0.30612244897959184,0.5853658536585366
0000299_01200_d_0000096.jpg,175,UnifAll,63,105.16039999492932,25,30,0,65,49,16,0.32653061224489793,0.45454545454545453
0000299_01200_d_0000096.jpg,175,SAHI640,57,477.2390999860363,14,35,0,65,49,5,0.10204081632653061,0.2857142857142857
0000299_01650_d_0000099.jpg,176,F640,30,20.146999988355674,20,10,0,57,45,10,0.2222222222222222,0.6666666666666666
0000299_01650_d_0000099.jpg,176,F1280,38,35.5520000011893,25,13,0,57,45,15,0.3333333333333333,0.6578947368421053
0000299_01650_d_0000099.jpg,176,DensK1,49,32.59839999373071,30,19,0,57,45,18,0.4,0.6122448979591837
0000299_01650_d_0000099.jpg,176,UnifAll,64,120.42769999243319,33,31,0,57,45,21,0.4666666666666667,0.515625
0000299_01650_d_0000099.jpg,176,SAHI640,55,345.75670000049286,14,41,0,57,45,8,0.17777777777777778,0.2545454545454545
0000299_01800_d_0000100.jpg,177,F640,30,16.606799996225163,17,13,0,57,39,5,0.1282051282051282,0.5666666666666667
0000299_01800_d_0000100.jpg,177,F1280,39,34.21720000915229,29,10,0,57,39,16,0.41025641025641024,0.7435897435897436
0000299_01800_d_0000100.jpg,177,DensK1,41,29.13059999991674,24,17,0,57,39,10,0.2564102564102564,0.5853658536585366
0000299_01800_d_0000100.jpg,177,UnifAll,65,111.97370001173113,32,33,0,57,39,17,0.4358974358974359,0.49230769230769234
0000299_01800_d_0000100.jpg,177,SAHI640,60,356.11059999791905,16,44,0,57,39,5,0.1282051282051282,0.26666666666666666
0000299_02500_d_0000102.jpg,178,F640,15,16.43119999789633,11,3,0,38,28,4,0.14285714285714285,0.7857142857142857
